GeneName,gid,AOP_ID,KeyEventName,kid,IsMIE
2u-globulin,[NCBIGene:6066],105,"Increase, Hyperplasia (renal tubular cells)",767,false
2u-globulin,[NCBIGene:6066],105,"Increased, Binding of chemicals to 2u (serum)",714,true
2u-globulin,[NCBIGene:6066],105,"Increased, Accumulation of alpha2u microglobulin (proximal tubular epithelium)",708,false
Alpha2u-microglobulin,[NCBIGene:567],105,"Increase, Cytotoxicity (renal tubular cell)",709,false
Alpha2u-microglobulin,[NCBIGene:567],105,"Increase, Regenerative cell proliferation (tubular epithelial cells)",710,false
Alpha2u-microglobulin,[NCBIGene:567],105,"Increase, Adenomas/carcinomas (renal tubular)",713,false
Alpha2u-microglobulin,[NCBIGene:567],105,"Increase, Hyperplasia (renal tubular cells)",767,false
Alpha2u-microglobulin,[NCBIGene:567],105,"Increased, Binding of chemicals to 2u (serum)",714,true
Alpha2u-microglobulin,[NCBIGene:567],105,"Increased, Accumulation of alpha2u microglobulin (proximal tubular epithelium)",708,false
PDK,[NCBIGene:5170],108,"Increase, Cytotoxicity",768,false
PDK,[NCBIGene:5170],108,"Increased, Induction of pyruvate dehydrogenase (PDH)",726,false
PDK,[NCBIGene:5170],108,"Inhibition, Pyruvate dehydrogenase kinase (PDK) enzyme",724,true
PDK,[NCBIGene:5170],108,"Increase, Oxidative metabolism",769,false
PDK,[NCBIGene:5170],108,Peptide Oxidation,209,false
PDK,[NCBIGene:5170],108,"Increase, hepatocellular adenomas and carcinomas",719,false
pyruvate dehydrogenase kinase,[NCBIGene:5163],108,"Increase, Cytotoxicity",768,false
pyruvate dehydrogenase kinase,[NCBIGene:5163],108,"Increased, Induction of pyruvate dehydrogenase (PDH)",726,false
pyruvate dehydrogenase kinase,[NCBIGene:5163],108,"Inhibition, Pyruvate dehydrogenase kinase (PDK) enzyme",724,true
pyruvate dehydrogenase kinase,[NCBIGene:5163],108,"Increase, Oxidative metabolism",769,false
pyruvate dehydrogenase kinase,[NCBIGene:5163],108,Peptide Oxidation,209,false
pyruvate dehydrogenase kinase,[NCBIGene:5163],108,"Increase, hepatocellular adenomas and carcinomas",719,false
Cyp2a4,[NCBIGene:1591],11,"Activation, PXR/SXR",245,true
Fos,[NCBIGene:2353],11,"Activation, PXR/SXR",245,true
ISG,[NCBIGene:340061],11,"Activation, PXR/SXR",245,true
Junb,[NCBIGene:3726],11,"Activation, PXR/SXR",245,true
Nrf2,[NCBIGene:4780],11,"Activation, PXR/SXR",245,true
PCP,[NCBIGene:5547],11,"Activation, PXR/SXR",245,true
PXR,[NCBIGene:8856],11,"Activation, PXR/SXR",245,true
Toll like receptors,[NCBIGene:7096],11,"Activation, PXR/SXR",245,true
interferon alpha,[NCBIGene:3439],11,"Activation, PXR/SXR",245,true
interferon receptor,[NCBIGene:3455],11,"Activation, PXR/SXR",245,true
interferon regulatory factors,[NCBIGene:3659],11,"Activation, PXR/SXR",245,true
interferon signalling network genes,[NCBIGene:3438],11,"Activation, PXR/SXR",245,true
Iodide pump,[NCBIGene:160728],110,"Thyroid hormone synthesis, Decreased",277,false
Iodide pump,[NCBIGene:160728],110,"Increase, Hypertrophy and proliferation (follicular cell)",739,false
Iodide pump,[NCBIGene:160728],110,"Inhibition, Na+/I- symporter (NIS)",424,true
Iodide pump,[NCBIGene:160728],110,"Increase, Hyperplasia (follicular cells)",740,false
Iodide pump,[NCBIGene:160728],110,"Increase, Adenomas/carcinomas (follicular cell)",741,false
Iodide pump,[NCBIGene:160728],110,"Increased, Thyroid-stimulating hormone (TSH)",1023,false
Iodide pump,[NCBIGene:160728],110,"Thyroxine (T4) in serum, Decreased",281,false
AR,"[NCBIGene:367, 231, 2232]",111,"Decreased, Testosterone binding to androgen receptor (hypothalamus)",743,false
AR,"[NCBIGene:367, 231, 2232]",111,"Increase, Hyperplasia (Leydig cells)",744,false
AR,"[NCBIGene:367, 231, 2232]",111,"Increase, Leydig cell tumors",745,false
AR,"[NCBIGene:367, 231, 2232]",111,"Increased, Luteinizing hormone (LH)",754,false
AR,"[NCBIGene:367, 231, 2232]",111,"Decrease, androgen receptor activation",1614,true
Cys-loop ligand-gated ion channel superfamily,[NCBIGene:353174],113,"Decreased, population 1",765,false
Cys-loop ligand-gated ion channel superfamily,[NCBIGene:353174],113,"Activation, Glutamate-gated chloride channel",760,true
Cys-loop ligand-gated ion channel superfamily,[NCBIGene:353174],113,"Increased, Chloride conductance",761,false
Cys-loop ligand-gated ion channel superfamily,[NCBIGene:353174],113,"hyperpolarisation, neuron",763,false
Cys-loop ligand-gated ion channel superfamily,[NCBIGene:353174],113,"N/A, Ataxia, paralysis, or hyperactivity",764,false
Cys-loop ligand-gated ion channel superfamily,[NCBIGene:353174],113,Increased Mortality,351,false
GluCl,"[NCBIGene:2629, 57733, 2630]",113,"Decreased, population 1",765,false
GluCl,"[NCBIGene:2629, 57733, 2630]",113,"Activation, Glutamate-gated chloride channel",760,true
GluCl,"[NCBIGene:2629, 57733, 2630]",113,"Increased, Chloride conductance",761,false
GluCl,"[NCBIGene:2629, 57733, 2630]",113,"hyperpolarisation, neuron",763,false
GluCl,"[NCBIGene:2629, 57733, 2630]",113,"N/A, Ataxia, paralysis, or hyperactivity",764,false
GluCl,"[NCBIGene:2629, 57733, 2630]",113,Increased Mortality,351,false
GluCl channel,[NCBIGene:414328],113,"Decreased, population 1",765,false
GluCl channel,[NCBIGene:414328],113,"Activation, Glutamate-gated chloride channel",760,true
GluCl channel,[NCBIGene:414328],113,"Increased, Chloride conductance",761,false
GluCl channel,[NCBIGene:414328],113,"hyperpolarisation, neuron",763,false
GluCl channel,[NCBIGene:414328],113,"N/A, Ataxia, paralysis, or hyperactivity",764,false
GluCl channel,[NCBIGene:414328],113,Increased Mortality,351,false
HPPD,[NCBIGene:100682260],114,"Inhibition, 4-hydroxyphenyl-pyruvate dioxygenase (HPPD) enzyme",766,true
HPPD,[NCBIGene:100682260],114,"Increased, Plasma tyrosine",775,false
HPPD,[NCBIGene:100682260],114,"Increase, Cytotoxicity (corneal cells)",776,false
HPPD,[NCBIGene:100682260],114,"Increase, Inflammation (corneal cells)",777,false
HPPD,[NCBIGene:100682260],114,"Increase, Regenerative cell proliferation (corneal cells)",778,false
HPPD,[NCBIGene:100682260],114,"Increase, Papillomas/carcinomas (squamous cells)",779,false
AR,"[NCBIGene:367, 231, 2232]",117,"Increase, Preneoplastic foci (hepatocytes)",774,false
AR,"[NCBIGene:367, 231, 2232]",117,"Increase, cell proliferation (hepatocytes)",716,false
AR,"[NCBIGene:367, 231, 2232]",117,"Increase, hepatocellular adenomas and carcinomas",719,false
AR,"[NCBIGene:367, 231, 2232]",117,"Agonism, Androgen receptor",25,true
Thyroperoxidase,[NCBIGene:7173],119,"Thyroperoxidase, Inhibition",279,true
Thyroperoxidase,[NCBIGene:7173],119,"Thyroid hormone synthesis, Decreased",277,false
Thyroperoxidase,[NCBIGene:7173],119,"Increase, Hypertrophy and proliferation (follicular cell)",739,false
Thyroperoxidase,[NCBIGene:7173],119,"Increase, Hyperplasia (follicular cells)",740,false
Thyroperoxidase,[NCBIGene:7173],119,"Increase, Adenomas/carcinomas (follicular cell)",741,false
Thyroperoxidase,[NCBIGene:7173],119,"Increased, Thyroid-stimulating hormone (TSH)",1023,false
Thyroperoxidase,[NCBIGene:7173],119,"Thyroxine (T4) in serum, Decreased",281,false
N-methyl-D-aspartate receptors,[NCBIGene:2902],12,Neuroinflammation,188,false
N-methyl-D-aspartate receptors,[NCBIGene:2902],12,"Impairment, Learning and memory",341,false
N-methyl-D-aspartate receptors,[NCBIGene:2902],12,"Increase, Cell injury/death",55,false
N-methyl-D-aspartate receptors,[NCBIGene:2902],12,Reduced levels of BDNF,381,false
N-methyl-D-aspartate receptors,[NCBIGene:2902],12,"Binding of antagonist, NMDA receptors",201,true
N-methyl-D-aspartate receptors,[NCBIGene:2902],12,"Decreased, Calcium influx",52,false
N-methyl-D-aspartate receptors,[NCBIGene:2902],12,"N/A, Neurodegeneration",352,false
N-methyl-D-aspartate receptors,[NCBIGene:2902],12,"Inhibition, NMDARs",195,false
tau,[NCBIGene:4137],12,Neuroinflammation,188,false
tau,[NCBIGene:4137],12,"Impairment, Learning and memory",341,false
tau,[NCBIGene:4137],12,"Increase, Cell injury/death",55,false
tau,[NCBIGene:4137],12,Reduced levels of BDNF,381,false
tau,[NCBIGene:4137],12,"Binding of antagonist, NMDA receptors",201,true
tau,[NCBIGene:4137],12,"Decreased, Calcium influx",52,false
tau,[NCBIGene:4137],12,"N/A, Neurodegeneration",352,false
tau,[NCBIGene:4137],12,"Inhibition, NMDARs",195,false
5-reductase,[NCBIGene:6715],120,"Increase, Hyperplasia (Leydig cells)",744,false
5-reductase,[NCBIGene:6715],120,"Increase, Leydig cell tumors",745,false
5-reductase,[NCBIGene:6715],120,"Increased, Leutinizing hormone (LH)",791,false
5-reductase,[NCBIGene:6715],120,"Inhibition, 5α-reductase",1617,true
5-reductase,[NCBIGene:6715],120,"Decrease, circulating testosterone levels",1690,false
HIF1 heterodimer,[NCBIGene:29072],122,"Inhibition, Prolyl hydroxylases",798,true
HIF1 heterodimer,[NCBIGene:29072],122,"Increased, HIF-1 heterodimer",799,false
HIF1 heterodimer,[NCBIGene:29072],122,"Decreased, Aromatase (Cyp19a1) mRNA",800,false
HIF1 heterodimer,[NCBIGene:29072],122,"Reduction, Vitellogenin accumulation into oocytes and oocyte growth/development",309,false
HIF1 heterodimer,[NCBIGene:29072],122,"Reduction, Plasma vitellogenin concentrations",221,false
HIF1 heterodimer,[NCBIGene:29072],122,"Reduction, Cumulative fecundity and spawning",78,false
HIF1 heterodimer,[NCBIGene:29072],122,"Reduction, Vitellogenin synthesis in liver",285,false
HIF1 heterodimer,[NCBIGene:29072],122,"Decrease, Population growth rate",360,false
HIF1 heterodimer,[NCBIGene:29072],122,"Reduction, Plasma 17beta-estradiol concentrations",219,false
HIF1 heterodimer,[NCBIGene:29072],122,"Reduction, 17beta-estradiol synthesis by ovarian granulosa cells",3,false
Prolyl hydroxylase,"[NCBIGene:112398, 100529264]",122,"Inhibition, Prolyl hydroxylases",798,true
Prolyl hydroxylase,"[NCBIGene:112398, 100529264]",122,"Increased, HIF-1 heterodimer",799,false
Prolyl hydroxylase,"[NCBIGene:112398, 100529264]",122,"Decreased, Aromatase (Cyp19a1) mRNA",800,false
Prolyl hydroxylase,"[NCBIGene:112398, 100529264]",122,"Reduction, Vitellogenin accumulation into oocytes and oocyte growth/development",309,false
Prolyl hydroxylase,"[NCBIGene:112398, 100529264]",122,"Reduction, Plasma vitellogenin concentrations",221,false
Prolyl hydroxylase,"[NCBIGene:112398, 100529264]",122,"Reduction, Cumulative fecundity and spawning",78,false
Prolyl hydroxylase,"[NCBIGene:112398, 100529264]",122,"Reduction, Vitellogenin synthesis in liver",285,false
Prolyl hydroxylase,"[NCBIGene:112398, 100529264]",122,"Decrease, Population growth rate",360,false
Prolyl hydroxylase,"[NCBIGene:112398, 100529264]",122,"Reduction, Plasma 17beta-estradiol concentrations",219,false
Prolyl hydroxylase,"[NCBIGene:112398, 100529264]",122,"Reduction, 17beta-estradiol synthesis by ovarian granulosa cells",3,false
HIF-1alpha,[NCBIGene:3091],123,"Increased, HIF-1 alpha transcription",802,false
HIF-1alpha,[NCBIGene:3091],123,"Increased, HIF-1 heterodimer",799,false
HIF-1alpha,[NCBIGene:3091],123,"Decreased, Aromatase (Cyp19a1) mRNA",800,false
HIF-1alpha,[NCBIGene:3091],123,"modulation, Unknown",801,true
HIF-1alpha,[NCBIGene:3091],123,"Reduction, Vitellogenin accumulation into oocytes and oocyte growth/development",309,false
HIF-1alpha,[NCBIGene:3091],123,"Reduction, Plasma vitellogenin concentrations",221,false
HIF-1alpha,[NCBIGene:3091],123,"Reduction, Cumulative fecundity and spawning",78,false
HIF-1alpha,[NCBIGene:3091],123,"Reduction, Vitellogenin synthesis in liver",285,false
HIF-1alpha,[NCBIGene:3091],123,"Decrease, Population growth rate",360,false
HIF-1alpha,[NCBIGene:3091],123,"Reduction, Plasma 17beta-estradiol concentrations",219,false
HIF-1alpha,[NCBIGene:3091],123,"Reduction, 17beta-estradiol synthesis by ovarian granulosa cells",3,false
HMG-CoA reductase,[NCBIGene:3156],124,"Inhibition, HMG-CoA reductase",804,true
HMG-CoA reductase,[NCBIGene:3156],124,"Decreased, mevalonate",805,false
HMG-CoA reductase,[NCBIGene:3156],124,"Decreased, cholesterol",807,false
HMG-CoA reductase,[NCBIGene:3156],124,"malformed, Male reproductive tract",809,false
HMG-CoA reductase,[NCBIGene:3156],124,"Decrease, Fertility",330,false
HMG-CoA reductase,[NCBIGene:3156],124,"Decrease, circulating testosterone levels",1690,false
N-methyl-D-aspartate receptors,[NCBIGene:2902],13,"Reduced, Presynaptic release of glutamate",383,false
N-methyl-D-aspartate receptors,[NCBIGene:2902],13,Decrease of neuronal network function,386,false
N-methyl-D-aspartate receptors,[NCBIGene:2902],13,Decrease of synaptogenesis,385,false
N-methyl-D-aspartate receptors,[NCBIGene:2902],13,"Aberrant, Dendritic morphology",382,false
N-methyl-D-aspartate receptors,[NCBIGene:2902],13,"Impairment, Learning and memory",341,false
N-methyl-D-aspartate receptors,[NCBIGene:2902],13,"Increase, Cell injury/death",55,false
N-methyl-D-aspartate receptors,[NCBIGene:2902],13,Reduced levels of BDNF,381,false
N-methyl-D-aspartate receptors,[NCBIGene:2902],13,"Binding of antagonist, NMDA receptors",201,true
N-methyl-D-aspartate receptors,[NCBIGene:2902],13,"Decreased, Calcium influx",52,false
N-methyl-D-aspartate receptors,[NCBIGene:2902],13,"Inhibition, NMDARs",195,false
NMDAR 2A and 2B subunits,[NCBIGene:2903],13,"Reduced, Presynaptic release of glutamate",383,false
NMDAR 2A and 2B subunits,[NCBIGene:2903],13,Decrease of neuronal network function,386,false
NMDAR 2A and 2B subunits,[NCBIGene:2903],13,Decrease of synaptogenesis,385,false
NMDAR 2A and 2B subunits,[NCBIGene:2903],13,"Aberrant, Dendritic morphology",382,false
NMDAR 2A and 2B subunits,[NCBIGene:2903],13,"Impairment, Learning and memory",341,false
NMDAR 2A and 2B subunits,[NCBIGene:2903],13,"Increase, Cell injury/death",55,false
NMDAR 2A and 2B subunits,[NCBIGene:2903],13,Reduced levels of BDNF,381,false
NMDAR 2A and 2B subunits,[NCBIGene:2903],13,"Binding of antagonist, NMDA receptors",201,true
NMDAR 2A and 2B subunits,[NCBIGene:2903],13,"Decreased, Calcium influx",52,false
NMDAR 2A and 2B subunits,[NCBIGene:2903],13,"Inhibition, NMDARs",195,false
brain derived neurotrophic factor,[NCBIGene:627],13,"Reduced, Presynaptic release of glutamate",383,false
brain derived neurotrophic factor,[NCBIGene:627],13,Decrease of neuronal network function,386,false
brain derived neurotrophic factor,[NCBIGene:627],13,Decrease of synaptogenesis,385,false
brain derived neurotrophic factor,[NCBIGene:627],13,"Aberrant, Dendritic morphology",382,false
brain derived neurotrophic factor,[NCBIGene:627],13,"Impairment, Learning and memory",341,false
brain derived neurotrophic factor,[NCBIGene:627],13,"Increase, Cell injury/death",55,false
brain derived neurotrophic factor,[NCBIGene:627],13,Reduced levels of BDNF,381,false
brain derived neurotrophic factor,[NCBIGene:627],13,"Binding of antagonist, NMDA receptors",201,true
brain derived neurotrophic factor,[NCBIGene:627],13,"Decreased, Calcium influx",52,false
brain derived neurotrophic factor,[NCBIGene:627],13,"Inhibition, NMDARs",195,false
LPLA2,[NCBIGene:23659],130,"Inhibition, Phospholipase A",828,true
LPLA2,[NCBIGene:23659],130,"Damage, Lipid bilayer",829,false
LPLA2,[NCBIGene:23659],130,"Disturbance, Lysosomal function",831,false
LPLA2,[NCBIGene:23659],130,"Occurrence, Cytoplasmic vacuolization (hepatocyte)",833,false
LPLA2,[NCBIGene:23659],130,"Occurrence, Ballooning degeneration (hepatocyte)",835,false
LPLA2,[NCBIGene:23659],130,"Induction, Microvesicular fat",838,false
LPLA2,[NCBIGene:23659],130,"Occurrence, Cytoplasmic vacuolization (Bile duct cell)",836,false
LPLA2,[NCBIGene:23659],130,Mitochondrial dysfunction,177,false
LPLA2,[NCBIGene:23659],130,"Occurrence, Cytoplasmic vacuolization (kupffer cell)",837,false
LPLA2,[NCBIGene:23659],130,"Formation, Mallory body",839,false
LPLA2,[NCBIGene:23659],130,"Formation, Liver fibrosis",840,false
Phospholipase A2,[NCBIGene:151056],130,"Inhibition, Phospholipase A",828,true
Phospholipase A2,[NCBIGene:151056],130,"Damage, Lipid bilayer",829,false
Phospholipase A2,[NCBIGene:151056],130,"Disturbance, Lysosomal function",831,false
Phospholipase A2,[NCBIGene:151056],130,"Occurrence, Cytoplasmic vacuolization (hepatocyte)",833,false
Phospholipase A2,[NCBIGene:151056],130,"Occurrence, Ballooning degeneration (hepatocyte)",835,false
Phospholipase A2,[NCBIGene:151056],130,"Induction, Microvesicular fat",838,false
Phospholipase A2,[NCBIGene:151056],130,"Occurrence, Cytoplasmic vacuolization (Bile duct cell)",836,false
Phospholipase A2,[NCBIGene:151056],130,Mitochondrial dysfunction,177,false
Phospholipase A2,[NCBIGene:151056],130,"Occurrence, Cytoplasmic vacuolization (kupffer cell)",837,false
Phospholipase A2,[NCBIGene:151056],130,"Formation, Mallory body",839,false
Phospholipase A2,[NCBIGene:151056],130,"Formation, Liver fibrosis",840,false
AhR,[NCBIGene:196],131,"Oxidation, Uroporphyrinogen",844,false
AhR,[NCBIGene:196],131,"Inhibition, UROD",845,false
AhR,[NCBIGene:196],131,"Accumulation, Highly carboxylated porphyrins",846,false
AhR,[NCBIGene:196],131,Uroporphyria,369,false
AhR,[NCBIGene:196],131,"Induction, CYP1A2/CYP1A5",850,false
AhR,[NCBIGene:196],131,"Activation, AhR",18,true
catalases,[NCBIGene:847],131,"Oxidation, Uroporphyrinogen",844,false
