Aop:9	Event:50	MolecularInitiatingEvent	Activation, PXR/SXR
Aop:10	Event:51	MolecularInitiatingEvent	Binding of antagonist, NMDA receptors
Aop:10	Event:52	KeyEvent	Inhibition, NMDARs
Aop:10	Event:53	KeyEvent	Decreased, Calcium influx
Aop:10	Event:54	KeyEvent	Reduced levels of BDNF
Aop:10	Event:55	KeyEvent	Increase, Cell injury/death
Aop:10	Event:56	KeyEvent	Neuroinflammation
Aop:10	Event:57	AdverseOutcome	N/A, Neurodegeneration
Aop:10	Event:58	AdverseOutcome	Impairment, Learning and memory
Aop:11	Event:59	MolecularInitiatingEvent	Binding of antagonist, NMDA receptors
Aop:11	Event:60	KeyEvent	Decreased, Calcium influx
Aop:11	Event:61	KeyEvent	Inhibition, NMDARs
Aop:11	Event:62	KeyEvent	Reduced levels of BDNF
Aop:11	Event:63	KeyEvent	Aberrant, Dendritic morphology
Aop:11	Event:64	KeyEvent	Decrease of synaptogenesis
Aop:11	Event:65	KeyEvent	Decrease of neuronal network function
Aop:11	Event:66	KeyEvent	Reduced, Presynaptic release of glutamate
Aop:11	Event:67	KeyEvent	Increase, Cell injury/death
Aop:11	Event:68	AdverseOutcome	Impairment, Learning and memory
Aop:12	Event:69	MolecularInitiatingEvent	Activation, Glucocorticoid Receptor
Aop:12	Event:70	KeyEvent	Inhibition, Nuclear factor kappa B (NF-kB)
Aop:12	Event:71	KeyEvent	Suppression, Inflammatory cytokines
Aop:12	Event:72	KeyEvent	Decreased, Lymphocytes
Aop:12	Event:73	KeyEvent	Induction, IKB inhibitory protein
Aop:12	Event:74	KeyEvent	Suppression, Immune system
Aop:12	Event:75	AdverseOutcome	Increased, Disease susceptibility
Aop:13	Event:76	MolecularInitiatingEvent	Alkylation, DNA
Aop:13	Event:77	KeyEvent	Inadequate DNA repair
Aop:13	Event:78	KeyEvent	Increase, Mutations
Aop:13	Event:79	AdverseOutcome	Increase, Heritable mutations in offspring
Aop:14	Event:80	MolecularInitiatingEvent	Acetylcholinesterase (AchE) Inhibition
Aop:14	Event:81	KeyEvent	Acetylcholine accumulation in synapses
Aop:14	Event:82	KeyEvent	Increased Cholinergic Signaling
Aop:14	Event:83	KeyEvent	Respiratory distress/arrest
Aop:14	Event:84	KeyEvent	Dysregulation of heart rate and vascular tone
Aop:14	Event:85	AdverseOutcome	Increased Mortality
Aop:14	Event:86	AdverseOutcome	Decrease, Population growth rate
Aop:15	Event:87	MolecularInitiatingEvent	Binding, Thiol/seleno-proteins involved in protection against oxidative stress
Aop:15	Event:88	KeyEvent	Decreased protection against oxidative stress
Aop:15	Event:89	KeyEvent	Oxidative Stress
Aop:15	Event:90	KeyEvent	Glutamate dyshomeostasis
Aop:15	Event:91	KeyEvent	Increase, Cell injury/death
Aop:15	Event:92	KeyEvent	Neuroinflammation
Aop:15	Event:93	KeyEvent	Tissue resident cell activation
Aop:15	Event:94	KeyEvent	Increased Pro-inflammatory mediators
Aop:15	Event:95	KeyEvent	Decrease of neuronal network function
Aop:15	Event:96	AdverseOutcome	Impairment, Learning and memory
Aop:16	Event:97	MolecularInitiatingEvent	Activation, PPARα
Aop:16	Event:98	KeyEvent	Decrease, Steroidogenic acute regulatory protein (STAR)
Aop:16	Event:99	KeyEvent	Reduction, Cholesterol transport in mitochondria
Aop:16	Event:100	KeyEvent	Reduction, Testosterone synthesis in Leydig cells
Aop:16	Event:101	KeyEvent	Decrease, circulating testosterone levels
Aop:16	Event:102	KeyEvent	Decrease, Translocator protein (TSPO)
Aop:16	Event:103	AdverseOutcome	decreased, Fertility
Aop:16	Event:104	AdverseOutcome	Malformation, Male reproductive tract
Aop:17	Event:105	MolecularInitiatingEvent	Antagonism, Androgen receptor
Aop:17	Event:106	KeyEvent	Alteration, Wnt pathway
Aop:17	Event:107	KeyEvent	Feminisation or incomplete development, Primary and accessory male sex organs
Aop:17	Event:108	KeyEvent	Altered, Transcription of genes by the androgen receptor
Aop:17	Event:109	AdverseOutcome	N/A, Impairment of reproductive capacity
Aop:18	Event:110	MolecularInitiatingEvent	Activation, AhR
Aop:18	Event:111	KeyEvent	dimerization, AHR/ARNT
Aop:18	Event:112	KeyEvent	Increase, COX-2 expression
Aop:18	Event:113	KeyEvent	Altered, Cardiovascular development/function
Aop:18	Event:114	KeyEvent	Increase, Early Life Stage Mortality
Aop:19	Event:115	MolecularInitiatingEvent	Agonism, Androgen receptor
Aop:19	Event:116	KeyEvent	Reduction, Gonadotropins, circulating concentrations
Aop:19	Event:117	KeyEvent	Reduction, Testosterone synthesis by ovarian theca cells
Aop:19	Event:118	KeyEvent	Reduction, 17beta-estradiol synthesis by ovarian granulosa cells
Aop:19	Event:119	KeyEvent	Reduction, Plasma 17beta-estradiol concentrations
Aop:19	Event:120	KeyEvent	Reduction, Vitellogenin synthesis in liver
Aop:19	Event:121	KeyEvent	Reduction, Plasma vitellogenin concentrations
Aop:19	Event:122	KeyEvent	Reduction, Vitellogenin accumulation into oocytes and oocyte growth/development
Aop:19	Event:123	KeyEvent	Reduction, Cumulative fecundity and spawning
Aop:19	Event:124	AdverseOutcome	Decrease, Population growth rate
Aop:20	Event:125	MolecularInitiatingEvent	Inhibition, Aromatase
Aop:20	Event:126	KeyEvent	Reduction, Plasma 17beta-estradiol concentrations
Aop:20	Event:127	KeyEvent	Reduction, Vitellogenin synthesis in liver
Aop:20	Event:128	KeyEvent	Reduction, Vitellogenin accumulation into oocytes and oocyte growth/development
Aop:20	Event:129	KeyEvent	Reduction, 17beta-estradiol synthesis by ovarian granulosa cells
Aop:20	Event:130	KeyEvent	Reduction, Cumulative fecundity and spawning
Aop:20	Event:131	KeyEvent	Reduction, Plasma vitellogenin concentrations
Aop:20	Event:132	AdverseOutcome	Decrease, Population growth rate
Aop:21	Event:133	MolecularInitiatingEvent	Inhibition, Ca++ ATPase
Aop:21	Event:134	KeyEvent	Increase, Ca++ (intracellular)
Aop:21	Event:135	KeyEvent	Disruption, Mitochondrial electron transport chain
Aop:21	Event:136	KeyEvent	Decrease, Mitochondrial ATP production
Aop:21	Event:137	KeyEvent	Increase, Reactive oxygen species
Aop:21	Event:138	KeyEvent	Decreased, Nitric Oxide
Aop:21	Event:139	KeyEvent	Decreased, Long-term potentiation (LTP)
Aop:21	Event:140	AdverseOutcome	Oxidative Stress
Aop:22	Event:141	MolecularInitiatingEvent	Inhibition, Bile Salt Export Pump (ABCB11)
Aop:22	Event:142	KeyEvent	Activation of specific nuclear receptors, Transcriptional change
Aop:22	Event:143	KeyEvent	Bile accumulation, Pathological condition
Aop:22	Event:144	KeyEvent	Release, Cytokine
Aop:22	Event:145	KeyEvent	Increase, Inflammation
Aop:22	Event:146	KeyEvent	Increase, Reactive oxygen species
Aop:22	Event:147	KeyEvent	Peptide Oxidation
Aop:22	Event:148	AdverseOutcome	Cholestasis, Pathology
Aop:23	Event:149	MolecularInitiatingEvent	Inhibition, Cyclooxygenase activity
Aop:23	Event:150	KeyEvent	Reduction, Prostaglandin E2 concentration
Aop:23	Event:151	KeyEvent	Reduction, Ca and HCO3 transport to shell gland
Aop:23	Event:152	KeyEvent	Reduction, Eggshell thickness
Aop:23	Event:153	KeyEvent	N/A, Gap
Aop:23	Event:154	AdverseOutcome	N/A, Reproductive failure
Aop:24	Event:155	MolecularInitiatingEvent	Agonism, Estrogen receptor
Aop:24	Event:156	KeyEvent	Reduction, Cumulative fecundity and spawning
Aop:24	Event:157	KeyEvent	Increase, Plasma vitellogenin concentrations
Aop:24	Event:158	KeyEvent	Increase, Vitellogenin synthesis in liver
Aop:24	Event:159	KeyEvent	Increase, Renal pathology due to VTG deposition
Aop:24	Event:160	AdverseOutcome	Decrease, Population growth rate
Aop:24	Event:161	AdverseOutcome	Altered, Reproductive behaviour
Aop:24	Event:162	AdverseOutcome	Altered, Larval development
Aop:24	Event:163	AdverseOutcome	Impaired development of, Reproductive organs
Aop:25	Event:164	MolecularInitiatingEvent	Antagonism, Estrogen receptor
Aop:25	Event:165	KeyEvent	Reduction, Vitellogenin synthesis in liver
Aop:25	Event:166	KeyEvent	Reduction, Plasma vitellogenin concentrations
Aop:25	Event:167	KeyEvent	Reduction, Vitellogenin accumulation into oocytes and oocyte growth/development
Aop:25	Event:168	KeyEvent	Reduction, Cumulative fecundity and spawning
Aop:25	Event:169	AdverseOutcome	Decrease, Population growth rate
Aop:26	Event:170	MolecularInitiatingEvent	N/A, Parent compound is converted to the reactive metabolite and forms free radicals leading to oxidation of heme iron(II) in hemoglobin to iron(III)
Aop:26	Event:171	KeyEvent	Altered regulation, Alpha hemoglobin
Aop:26	Event:172	KeyEvent	Oxidative Stress
Aop:26	Event:173	KeyEvent	Damaging, Red blood cells; hemolysis
Aop:26	Event:174	KeyEvent	Formation, Formation of hemoglobin adducts
Aop:26	Event:175	KeyEvent	Down Regulation, Gulcose-6-phosphate dehydrogenase
Aop:26	Event:176	KeyEvent	Increase, RBC congestion in liver
Aop:26	Event:177	KeyEvent	Increase, Liver and splenic hemosiderosis
Aop:26	Event:178	KeyEvent	N/A, Methemoglobinemia, decreased hemoglobin, hematocrit, red blood cell number
Aop:26	Event:179	AdverseOutcome	N/A, Cyanosis occurs
Aop:27	Event:180	KeyEvent	Production, Critical Metabolites (CGA 330050 and CGA 265307)
Aop:27	Event:181	KeyEvent	Induction, Liver “Dysfunctional” Changes by CGA 330050
Aop:27	Event:182	KeyEvent	Inhibition, Inducible Nitric Oxide Synthase by Metabolite CGA 265307
Aop:27	Event:183	KeyEvent	Induction, Sustained Hepatotoxicity
Aop:27	Event:184	KeyEvent	Induction, Sustained Cell Proliferation
Aop:27	Event:185	KeyEvent	Formation, Liver tumor
Aop:28	Event:186	MolecularInitiatingEvent	Activation, 5HT2c
Aop:28	Event:187	KeyEvent	N/A, Unknown
Aop:28	Event:188	AdverseOutcome	Increased, Kidney Failure
Aop:29	Event:189	MolecularInitiatingEvent	Activation, LXR
Aop:29	Event:190	MolecularInitiatingEvent	peroxisome proliferator activated receptor promoter demethylation
Aop:29	Event:191	KeyEvent	Up Regulation, CD36
Aop:29	Event:192	KeyEvent	Increase, FA Influx
Aop:29	Event:193	KeyEvent	Activation, ChREBP
Aop:29	Event:194	KeyEvent	Activation, SREBP-1c
Aop:29	Event:195	KeyEvent	Activation, FAS
Aop:29	Event:196	KeyEvent	Activation, SCD-1
Aop:29	Event:197	KeyEvent	Synthesis, De Novo Fatty Acid (FA)
Aop:29	Event:198	KeyEvent	Accumulation, Triglyceride
Aop:29	Event:199	KeyEvent	Mitochondrial dysfunction
Aop:29	Event:200	AdverseOutcome	N/A, Liver Steatosis
Aop:30	Event:201	MolecularInitiatingEvent	Accumulation, Biological membranes
Aop:30	Event:202	KeyEvent	Disruption, Membrane integrity
Aop:31	Event:203	MolecularInitiatingEvent	Decreased, PPAR-alpha activation
Aop:31	Event:204	MolecularInitiatingEvent	Decreased, PPAR-beta activation
Aop:31	Event:205	MolecularInitiatingEvent	Decreased, PPAR-gamma activation
Aop:31	Event:206	KeyEvent	Accumulation, Fatty acid
Aop:31	Event:207	KeyEvent	Decreased, HSD17B10 expression
Aop:31	Event:208	KeyEvent	Decrease, Fatty acid beta-oxidation
Aop:31	Event:209	KeyEvent	Decreased, 3-hydroxyacyl-CoA dehydrogenase type-2 activity
Aop:31	Event:210	AdverseOutcome	Increased, Liver Steatosis
Aop:32	Event:211	MolecularInitiatingEvent	Activation, PPARα
Aop:32	Event:212	KeyEvent	Increase, Phenotypic enzyme activity
Aop:32	Event:213	KeyEvent	Increase, cell proliferation (hepatocytes)
Aop:32	Event:214	KeyEvent	Increase, Clonal Expansion of Altered Hepatic Foci
Aop:32	Event:215	AdverseOutcome	Increase, hepatocellular adenomas and carcinomas
Aop:33	Event:216	MolecularInitiatingEvent	Alkylation, Protein
Aop:33	Event:217	KeyEvent	Increase, Cell injury/death
Aop:33	Event:218	KeyEvent	Tissue resident cell activation
Aop:33	Event:219	KeyEvent	Increased Pro-inflammatory mediators
Aop:33	Event:220	KeyEvent	Activation, Stellate cells
Aop:33	Event:221	KeyEvent	Accumulation, Collagen
Aop:33	Event:222	AdverseOutcome	N/A, Liver fibrosis
Aop:34	Event:223	MolecularInitiatingEvent	Covalent Binding, Protein
Aop:34	Event:224	KeyEvent	Increased, secretion of proinflammatory mediators
Aop:34	Event:225	KeyEvent	Activation, Dendritic Cells
Aop:34	Event:226	KeyEvent	Activation/Proliferation, T-cells
Aop:34	Event:227	AdverseOutcome	Increase, Allergic Respiratory Hypersensitivity Response
Aop:35	Event:228	MolecularInitiatingEvent	Covalent Binding, Protein
Aop:35	Event:229	KeyEvent	Activation, Keratinocytes
Aop:35	Event:230	KeyEvent	Activation, Dendritic Cells
Aop:35	Event:231	KeyEvent	Activation/Proliferation, T-cells
Aop:35	Event:232	AdverseOutcome	sensitisation, skin
Aop:36	Event:233	MolecularInitiatingEvent	Activation, Long term AHR receptor driven direct and indirect gene expression changes
Aop:36	Event:234	KeyEvent	N/A, Hepatotoxicity, Hepatopathy, including a constellation of observable effects
Aop:36	Event:235	KeyEvent	Changes/Inhibition, Cellular Homeostasis and Apoptosis
Aop:36	Event:236	KeyEvent	Alterations, Cellular proliferation / hyperplasia
Aop:36	Event:237	AdverseOutcome	Formation, Hepatocellular and Bile duct tumors
Aop:37	Event:238	MolecularInitiatingEvent	Thyroperoxidase, Inhibition
Aop:37	Event:239	KeyEvent	Thyroid hormone synthesis, Decreased
Aop:37	Event:240	KeyEvent	Thyroxine (T4) in serum, Decreased
Aop:37	Event:241	KeyEvent	Thyroxine (T4) in neuronal tissue, Decreased
Aop:37	Event:242	KeyEvent	Hippocampal gene expression, Altered
Aop:37	Event:243	KeyEvent	Hippocampal anatomy, Altered
Aop:37	Event:244	KeyEvent	Hippocampal Physiology, Altered
Aop:37	Event:245	AdverseOutcome	Cognitive function, decreased
Aop:38	Event:246	MolecularInitiatingEvent	Inhibition, VegfR2
Aop:38	Event:247	KeyEvent	Reduction, Angiogenesis
Aop:38	Event:248	KeyEvent	Impairment, Endothelial network
Aop:38	Event:249	KeyEvent	Insufficiency, Vascular
Aop:38	Event:250	AdverseOutcome	Increased, Developmental Defects
Aop:39	Event:313	AdverseOutcome	Increase, Allergic Respiratory Hypersensitivity Response
Aop:39	Event:398	KeyEvent	Activation, Dendritic Cells
Aop:39	Event:272	KeyEvent	Activation/Proliferation, T-cells
Aop:39	Event:396	MolecularInitiatingEvent	Covalent Binding, Protein
Aop:39	Event:1496	KeyEvent	Increased, secretion of proinflammatory mediators
Aop:40	Event:396	MolecularInitiatingEvent	Covalent Binding, Protein
Aop:40	Event:827	AdverseOutcome	sensitisation, skin
Aop:40	Event:826	KeyEvent	Activation, Keratinocytes
Aop:40	Event:398	KeyEvent	Activation, Dendritic Cells
Aop:40	Event:272	KeyEvent	Activation/Proliferation, T-cells
Aop:41	Event:251	MolecularInitiatingEvent	Formation, Pro-mutagenic DNA Adducts
Aop:41	Event:252	KeyEvent	Increased, Induced Mutations in Critical Genes
Aop:41	Event:253	KeyEvent	Metabolism of AFB1, Production of Reactive Electrophiles
Aop:41	Event:254	KeyEvent	Clonal Expansion/Cell Proliferation, to form Altered Hepatic Foci (AHF)
Aop:41	Event:255	KeyEvent	Increased, Insufficient repair or mis-repair of pro-mutagenic DNA adducts
Aop:41	Event:256	AdverseOutcome	Tumorigenesis, Hepatocellular carcinoma
Aop:42	Event:257	MolecularInitiatingEvent	Binding of agonist, Ionotropic glutamate receptors
Aop:42	Event:258	KeyEvent	Mitochondrial dysfunction
Aop:42	Event:259	KeyEvent	Increase, Cell injury/death
Aop:42	Event:260	KeyEvent	N/A, Neurodegeneration
Aop:42	Event:261	KeyEvent	Overactivation, NMDARs
Aop:42	Event:262	KeyEvent	Increased, Intracellular Calcium overload
Aop:42	Event:263	KeyEvent	Decreased, Neuronal network function in adult brain
Aop:42	Event:264	KeyEvent	Neuroinflammation
Aop:42	Event:265	AdverseOutcome	Impairment, Learning and memory
Aop:43	Event:266	MolecularInitiatingEvent	Activation, PPARα
Aop:43	Event:267	KeyEvent	Increase, Luteinizing hormone (LH)
Aop:43	Event:268	KeyEvent	Hyperplasia, Leydig cell
Aop:43	Event:269	KeyEvent	Increase proliferation, Leydig cell
Aop:43	Event:270	KeyEvent	Decrease, circulating testosterone levels
Aop:43	Event:271	KeyEvent	Reduction, Testosterone synthesis in Leydig cells
Aop:43	Event:272	KeyEvent	Reduction, Cholesterol transport in mitochondria
Aop:43	Event:273	AdverseOutcome	decreased, Fertility
Aop:44	Event:274	MolecularInitiatingEvent	Agonism, Estrogen receptor
Aop:44	Event:275	AdverseOutcome	skewed, sex ratio
Aop:45	Event:276	MolecularInitiatingEvent	Agonism, Estrogen receptor
Aop:45	Event:277	KeyEvent	Increased, Vitellogenin synthesis
Aop:45	Event:278	KeyEvent	Increase, Plasma vitellogenin concentrations
Aop:45	Event:279	KeyEvent	Increased, renal vitellogenin deposition
Aop:45	Event:280	KeyEvent	Increased, glomerular rupture and renal hemorrhaging
Aop:45	Event:281	KeyEvent	Increased, nephropathy
Aop:46	Event:282	MolecularInitiatingEvent	Inhibition, Na+/I- symporter (NIS)
Aop:46	Event:283	KeyEvent	Decrease of Thyroidal iodide
Aop:46	Event:284	KeyEvent	Thyroid hormone synthesis, Decreased
Aop:46	Event:285	KeyEvent	Thyroxine (T4) in serum, Decreased
Aop:46	Event:286	KeyEvent	Thyroxine (T4) in neuronal tissue, Decreased
Aop:46	Event:287	KeyEvent	Reduced levels of BDNF
Aop:46	Event:288	KeyEvent	Decrease of GABAergic interneurons
Aop:46	Event:289	KeyEvent	Decrease of synaptogenesis
Aop:46	Event:290	KeyEvent	Decrease of neuronal network function
Aop:46	Event:291	AdverseOutcome	Impairment, Learning and memory
Aop:47	Event:292	MolecularInitiatingEvent	Activation, AhR
Aop:47	Event:293	KeyEvent	Suppression, VLDL secretion
Aop:47	Event:294	KeyEvent	Inhibition, Mitochondrial fatty acid beta-oxidation
Aop:47	Event:295	KeyEvent	Accumulation, Fatty acid
Aop:47	Event:296	KeyEvent	Decreased, PCK1 expression (control point for glycolysis/gluconeogenesis pathway)
Aop:47	Event:297	KeyEvent	Accumulation, Triglyceride
Aop:47	Event:298	KeyEvent	Up Regulation, CD36
Aop:47	Event:299	KeyEvent	Increased, FA Influx
Aop:47	Event:300	KeyEvent	Up Regulation, LDLR (low density lipoprotein receptor)
Aop:47	Event:301	KeyEvent	Increased, LDL uptake
Aop:47	Event:302	KeyEvent	Up Regulation, CYP1A1
Aop:47	Event:303	KeyEvent	Up Regulation, SCD-1
Aop:47	Event:304	AdverseOutcome	Increased, Liver Steatosis
Aop:48	Event:305	MolecularInitiatingEvent	Suppression, Constitutive androstane receptor, NR1l3
Aop:48	Event:306	MolecularInitiatingEvent	Inhibition, PPAR alpha
Aop:48	Event:307	MolecularInitiatingEvent	Activation, LXR
Aop:48	Event:308	MolecularInitiatingEvent	peroxisome proliferator activated receptor promoter demethylation
Aop:48	Event:309	KeyEvent	Activation, SREBF1
Aop:48	Event:310	KeyEvent	Activation, ChREBP
Aop:48	Event:311	KeyEvent	Increased, De Novo FA synthesis
Aop:48	Event:312	KeyEvent	Increased, Triglyceride formation
Aop:48	Event:313	KeyEvent	Up Regulation, CD36
Aop:48	Event:314	KeyEvent	Up Regulation, SCD-1
Aop:48	Event:315	KeyEvent	Up Regulation, FAS
Aop:48	Event:316	KeyEvent	Inhibition, Mitochondrial fatty acid beta-oxidation
Aop:48	Event:317	KeyEvent	Accumulation, Fatty acid
Aop:48	Event:318	KeyEvent	Up Regulation, Acetyl-CoA carboxylase-1 (ACC-1)
Aop:48	Event:319	KeyEvent	Increased, FA Influx
Aop:48	Event:320	AdverseOutcome	Increased, Liver Steatosis
Aop:49	Event:321	MolecularInitiatingEvent	Suppression, HNF4alpha
Aop:50	Event:322	MolecularInitiatingEvent	Activation, PXR/SXR
Aop:50	Event:323	KeyEvent	Inhibition, FoxA2
Aop:50	Event:324	KeyEvent	Decrease, Fatty acid beta-oxidation
Aop:50	Event:325	KeyEvent	Down Regulation, CPT1A
Aop:50	Event:326	KeyEvent	Down Regulation, HMGCS2
Aop:50	Event:327	KeyEvent	Up Regulation, SCD-1
Aop:50	Event:328	KeyEvent	Up Regulation, CD36
Aop:50	Event:329	KeyEvent	Increased, FA Influx
Aop:50	Event:330	KeyEvent	Decreased, Ketogenesis
Aop:50	Event:331	KeyEvent	Increased, Triglyceride formation
Aop:50	Event:332	KeyEvent	Accumulation, Fatty acid
Aop:50	Event:333	AdverseOutcome	Increased, Liver Steatosis
Aop:51	Event:334	MolecularInitiatingEvent	Activation, NRF2
Aop:51	Event:335	MolecularInitiatingEvent	Activation, NR1H4
Aop:51	Event:336	KeyEvent	Activation, SHP
Aop:51	Event:337	KeyEvent	Activation, PPARα
Aop:51	Event:338	KeyEvent	Decreased, DHB4/HSD17B4
Aop:51	Event:339	KeyEvent	Inhibition, Mitochondrial fatty acid beta-oxidation
Aop:51	Event:340	KeyEvent	Activation, LXR alpha
Aop:51	Event:341	KeyEvent	Inhibition, SREBP1c
Aop:51	Event:342	KeyEvent	Activation, MTTP
Aop:51	Event:343	KeyEvent	Increased, ApoB100
Aop:51	Event:344	KeyEvent	Increased, Triglyceride
Aop:51	Event:345	KeyEvent	Increased, De Novo FA synthesis
Aop:51	Event:346	AdverseOutcome	Increased, Liver Steatosis
Aop:52	Event:347	MolecularInitiatingEvent	systemic inflammation leading to hepatic steatosis
Aop:52	Event:348	KeyEvent	Activation, AKT2
Aop:52	Event:349	KeyEvent	Activation, SREBF1
Aop:52	Event:350	AdverseOutcome	Increased, Liver Steatosis
Aop:53	Event:351	MolecularInitiatingEvent	Inhibition, Cyclooxygenase activity
Aop:53	Event:352	KeyEvent	Decrease, Ovulation
Aop:53	Event:353	KeyEvent	Reduced, Prostaglandins, ovary
Aop:53	Event:354	AdverseOutcome	Reduced, Reproductive Success
Aop:53	Event:355	AdverseOutcome	Decrease, Population growth rate
Aop:54	Event:356	MolecularInitiatingEvent	Glucocorticoid Receptor Agonist, Activation
Aop:54	Event:357	KeyEvent	Repressed expression of steroidogenic enzymes
Aop:54	Event:358	KeyEvent	Increased apoptosis, decreased fetal/adult Leydig Cells
Aop:54	Event:359	KeyEvent	Reduction, Testosterone synthesis in Leydig cells
Aop:54	Event:360	KeyEvent	Decrease, circulating testosterone levels
Aop:54	Event:361	KeyEvent	Decreased sperm quantity or quality in the adult, Decreased fertility
Aop:54	Event:362	AdverseOutcome	decreased, Fertility
Aop:55	Event:363	MolecularInitiatingEvent	Inhibition, Na+/I- symporter (NIS)
Aop:55	Event:364	KeyEvent	Thyroid hormone synthesis, Decreased
Aop:55	Event:365	KeyEvent	Thyroxine (T4) in serum, Decreased
Aop:55	Event:366	KeyEvent	Thyroxine (T4) in neuronal tissue, Decreased
Aop:55	Event:367	KeyEvent	Altered, Neuroanatomy
Aop:55	Event:368	KeyEvent	Altered, Neurophysiology
Aop:55	Event:369	AdverseOutcome	Cognitive function, decreased
Aop:56	Event:370	MolecularInitiatingEvent	Decreased testosterone by the fetal Leydig cells, Increased corticosterone
Aop:56	Event:371	MolecularInitiatingEvent	Decreased testosterone by the fetal Leydig cells, Activation by other glucocorticoid receptor agonists
